week,market_data,cash,shares_held,portfolio_value,last_profit
112,"{'Close': 62089.94921875, 'High': 62371.0234375, 'Low': 61689.58203125, 'Open': 62067.609375, 'Volume': 13305410749.0, 'Rsi_14': 50.88391429161819, 'Sma_10': 63221.07578125, 'Sma_50': 60533.30499999999, 'Roc_5': -1.9573039124736498, 'Bbl_20_2.0': 58740.622606949306, 'Bbm_20_2.0': 62815.669140624996, 'Bbu_20_2.0': 66890.71567430069, 'Bbb_20_2.0': 12.974617923922501, 'Bbp_20_2.0': 0.4109556276379009, 'Macd_12_26_9': 515.1379681906183, 'Macdh_12_26_9': -404.1134416441887, 'Macds_12_26_9': 919.251409834807, 'Price_vs_sma10': -0.01789160574258164, 'Sma10_vs_sma50': 0.04440152047290345, 'Bb_position': 0.05007162171965668}",30911.303044239652,2.015717452180589,156067.09728948056,45.298525399994105
113,"{'Close': 62818.953125, 'High': 62959.5703125, 'Low': 61833.1484375, 'Open': 62084.98828125, 'Volume': 14776233667.0, 'Rsi_14': 53.638230348720846, 'Sma_10': 62984.869140625, 'Sma_50': 60600.104609375, 'Roc_5': 3.257795515861606, 'Bbl_20_2.0': 59600.1099628699, 'Bbm_20_2.0': 63046.991406249996, 'Bbu_20_2.0': 66493.87284963009, 'Bbb_20_2.0': 10.934324910667813, 'Bbp_20_2.0': 0.46692107271517064, 'Macd_12_26_9': 508.13413390578353, 'Macdh_12_26_9': -328.89382074321884, 'Macds_12_26_9': 837.0279546490024, 'Price_vs_sma10': -0.0026342202165183957, 'Sma10_vs_sma50': 0.0393524820892978, 'Bb_position': 0.04840811678106377}",30911.303044239652,2.015717452180589,157536.5631860165,1469.4658965359267
114,"{'Close': 62236.66015625, 'High': 64443.70703125, 'Low': 62152.55078125, 'Open': 62819.109375, 'Volume': 34253562610.0, 'Rsi_14': 51.16991255406999, 'Sma_10': 62629.46874999999, 'Sma_50': 60675.158515624986, 'Roc_5': 2.645227323578873, 'Bbl_20_2.0': 59918.2873134741, 'Bbm_20_2.0': 63143.39746093749, 'Bbu_20_2.0': 66368.50760840089, 'Bbb_20_2.0': 10.215193597900871, 'Bbp_20_2.0': 0.359425374137894, 'Macd_12_26_9': 450.40537581760145, 'Macdh_12_26_9': -309.2980630651208, 'Macds_12_26_9': 759.7034388827223, 'Price_vs_sma10': -0.006271945165589366, 'Sma10_vs_sma50': 0.03220939643481501, 'Bb_position': 0.03493182122543975}",46365.63989278787,1.7697035331361808,156506.07726189925,-1030.485924117238
115,"{'Close': 62131.96875, 'High': 63174.3046875, 'Low': 61843.5625, 'Open': 62221.64453125, 'Volume': 28134475157.0, 'Rsi_14': 50.71801184297807, 'Sma_10': 62253.90078125, 'Sma_50': 60727.92882812499, 'Roc_5': 2.2590189391340987, 'Bbl_20_2.0': 59982.4643290532, 'Bbm_20_2.0': 63167.51191406249, 'Bbu_20_2.0': 66352.55949907178, 'Bbb_20_2.0': 10.084448440338932, 'Bbp_20_2.0': 0.3374367829013978, 'Macd_12_26_9': 391.6920158389039, 'Macdh_12_26_9': -294.40913843505473, 'Macds_12_26_9': 686.1011542739586, 'Price_vs_sma10': -0.001958624756357802, 'Sma10_vs_sma50': 0.02512800918081506, 'Bb_position': 0.032395199780904806}",69548.4598391818,1.3972089312698266,156359.80149405956,-146.27576783968834
116,"{'Close': 60582.1015625, 'High': 62508.8359375, 'Low': 60314.61328125, 'Open': 62131.7265625, 'Volume': 27670982363.0, 'Rsi_14': 44.458363245044666, 'Sma_10': 61748.580468750006, 'Sma_50': 60759.31499999999, 'Roc_5': -2.3931615755383158, 'Bbl_20_2.0': 59661.031044919786, 'Bbm_20_2.0': 63049.594140625, 'Bbu_20_2.0': 66438.15723633021, 'Bbb_20_2.0': 10.748881549173513, 'Bbp_20_2.0': 0.13590871581343905, 'Macd_12_26_9': 217.5916645354955, 'Macdh_12_26_9': -374.8075917907705, 'Macds_12_26_9': 592.399256326266, 'Price_vs_sma10': -0.018890780927997893, 'Sma10_vs_sma50': 0.01628170871824375, 'Bb_position': 0.013863577135407774}",69548.4598391818,1.3972089312698266,154194.31321740252,-2165.488276657037
117,"{'Close': 60274.5, 'High': 61236.72265625, 'Low': 58895.20703125, 'Open': 60581.9296875, 'Volume': 30452813570.0, 'Rsi_14': 43.315716537593964, 'Sma_10': 61443.080468750006, 'Sma_50': 60741.301171874984, 'Roc_5': -2.923901922280472, 'Bbl_20_2.0': 59296.778575761666, 'Bbm_20_2.0': 62903.67031249999, 'Bbu_20_2.0': 66510.56204923832, 'Bbb_20_2.0': 11.467984996168267, 'Bbp_20_2.0': 0.13553517759899242, 'Macd_12_26_9': 54.17056192416203, 'Macdh_12_26_9': -430.58295552168323, 'Macds_12_26_9': 484.75351744584526, 'Price_vs_sma10': -0.019018910833162844, 'Sma10_vs_sma50': 0.011553576945762999, 'Bb_position': 0.014700243000720984}",86477.63051482594,1.1177671450158613,153850.48629708448,-343.8269203180389
118,"{'Close': 62445.08984375, 'High': 63400.87109375, 'Low': 60046.125, 'Open': 60275.4609375, 'Volume': 30327141594.0, 'Rsi_14': 52.577896758263144, 'Sma_10': 61603.88867187501, 'Sma_50': 60782.56468749998, 'Roc_5': -0.595144080968796, 'Bbl_20_2.0': 59251.51127370382, 'Bbm_20_2.0': 62856.182812499996, 'Bbu_20_2.0': 66460.85435129616, 'Bbb_20_2.0': 11.469584621608048, 'Bbp_20_2.0': 0.4429777492449032, 'Macd_12_26_9': 98.66922334634, 'Macdh_12_26_9': -308.86743527960425, 'Macds_12_26_9': 407.53665862594426, 'Price_vs_sma10': 0.013655001169740109, 'Sma10_vs_sma50': 0.013512493074250509, 'Bb_position': 0.048052024025536696}",86477.63051482594,1.1177671450158613,156276.70030973334,2426.214012648852
119,"{'Close': 63193.0234375, 'High': 63448.78515625, 'Low': 62443.26953125, 'Open': 62444.6171875, 'Volume': 16744110886.0, 'Rsi_14': 55.288934375324814, 'Sma_10': 61859.912500000006, 'Sma_50': 60764.53804687498, 'Roc_5': 1.5366558533972987, 'Bbl_20_2.0': 59244.091261713154, 'Bbm_20_2.0': 62833.39843749999, 'Bbu_20_2.0': 66422.70561328683, 'Bbb_20_2.0': 11.424838589168788, 'Bbp_20_2.0': 0.5500967153808968, 'Macd_12_26_9': 192.07262967885617, 'Macdh_12_26_9': -172.3712231576705, 'Macds_12_26_9': 364.4438528365267, 'Price_vs_sma10': 0.021550482107455197, 'Sma10_vs_sma50': 0.01802654127445243, 'Bb_position': 0.059451540543643905}",25943.28915444779,2.0871682862720764,157837.76358684583,1561.0632771124947
120,"{'Close': 62851.375, 'High': 63272.65234375, 'Low': 62035.63671875, 'Open': 63192.9453125, 'Volume': 18177529690.0, 'Rsi_14': 53.776595491974305, 'Sma_10': 62069.109765625, 'Sma_50': 60737.98570312497, 'Roc_5': 1.1578681063442078, 'Bbl_20_2.0': 59227.730681793735, 'Bbm_20_2.0': 62809.47714843749, 'Bbu_20_2.0': 66391.22361508124, 'Bbb_20_2.0': 11.405114735086933, 'Bbp_20_2.0': 0.505848801967518, 'Macd_12_26_9': 235.80906834759662, 'Macdh_12_26_9': -102.90782759114404, 'Macds_12_26_9': 338.71689593874066, 'Price_vs_sma10': 0.01260313281967247, 'Sma10_vs_sma50': 0.021915841414404065, 'Bb_position': 0.05458017070471839}",15565.973492668672,2.251384446494931,157068.58160848904,-769.1819783567917
121,"{'Close': 66046.125, 'High': 66482.4921875, 'Low': 62442.15234375, 'Open': 62848.3984375, 'Volume': 43706958056.0, 'Rsi_14': 63.75932493716897, 'Sma_10': 62466.97460937501, 'Sma_50': 60772.23734374998, 'Roc_5': 9.019204181721886, 'Bbl_20_2.0': 59084.41761785688, 'Bbm_20_2.0': 62896.6849609375, 'Bbu_20_2.0': 66708.95230401811, 'Bbb_20_2.0': 12.12231565287822, 'Bbp_20_2.0': 0.9130665238862168, 'Macd_12_26_9': 522.240077921706, 'Macdh_12_26_9': 146.81854558637224, 'Macds_12_26_9': 375.4215323353337, 'Price_vs_sma10': 0.05729668217496539, 'Sma10_vs_sma50': 0.02788670188393718, 'Bb_position': 0.10435941716512}",7853.033627051345,2.3741015686838622,164653.24259504178,7584.6609865527425
122,"{'Close': 67041.109375, 'High': 67881.6796875, 'Low': 64809.1953125, 'Open': 66050.3671875, 'Volume': 48863870879.0, 'Rsi_14': 66.20712834732595, 'Sma_10': 62962.090625000004, 'Sma_50': 60855.44632812498, 'Roc_5': 11.226321869115463, 'Bbl_20_2.0': 58851.68819921802, 'Bbm_20_2.0': 63091.583203124996, 'Bbu_20_2.0': 67331.47820703196, 'Bbb_20_2.0': 13.440445741412193, 'Bbp_20_2.0': 0.9657575444952771, 'Macd_12_26_9': 820.072356614568, 'Macdh_12_26_9': 355.72065942338736, 'Macds_12_26_9': 464.3516971911806, 'Price_vs_sma10': 0.06478531302739751, 'Sma10_vs_sma50': 0.03461718587217755, 'Bb_position': 0.12162841799790892}",86253.13811104657,1.1870507843419311,165834.33957779352,1181.0969827517401
123,"{'Close': 67612.71875, 'High': 68375.2890625, 'Low': 66758.7265625, 'Open': 67042.4609375, 'Volume': 38195189534.0, 'Rsi_14': 67.56261084289503, 'Sma_10': 63441.4671875, 'Sma_50': 61017.61804687497, 'Roc_5': 8.275476773562874, 'Bbl_20_2.0': 58598.12103037738, 'Bbm_20_2.0': 63213.168164062496, 'Bbu_20_2.0': 67828.2152977476, 'Bbb_20_2.0': 14.60153720410688, 'Bbp_20_2.0': 0.9766528334916991, 'Macd_12_26_9': 1089.6696492472693, 'Macdh_12_26_9': 500.25436164487087, 'Macds_12_26_9': 589.4152876023984, 'Price_vs_sma10': 0.06574960743218548, 'Sma10_vs_sma50': 0.03972375878001293, 'Bb_position': 0.13290336005526557}",25875.94143331398,2.0876503901749395,167027.66011253992,1193.3205347463954
124,"{'Close': 67399.8359375, 'High': 67912.2109375, 'Low': 66647.390625, 'Open': 67617.078125, 'Volume': 32790898511.0, 'Rsi_14': 66.49289119837908, 'Sma_10': 63957.78476562501, 'Sma_50': 61185.062265624976, 'Roc_5': 6.657083758875182, 'Bbl_20_2.0': 58439.46163469876, 'Bbm_20_2.0': 63293.6267578125, 'Bbu_20_2.0': 68147.79188092623, 'Bbb_20_2.0': 15.338558941132487, 'Bbp_20_2.0': 0.9229573032173191, 'Macd_12_26_9': 1271.4926068740606, 'Macdh_12_26_9': 545.6618554173297, 'Macds_12_26_9': 725.8307514567309, 'Price_vs_sma10': 0.05381754831704191, 'Sma10_vs_sma50': 0.04531698420053427, 'Bb_position': 0.13148444073518314}",18113.159003319786,2.202462848148968,166558.7936269992,-468.866485540726
125,"{'Close': 68418.7890625, 'High': 68969.75, 'Low': 67177.8203125, 'Open': 67419.109375, 'Volume': 36857165014.0, 'Rsi_14': 69.02118014732842, 'Sma_10': 64586.46679687501, 'Sma_50': 61365.67445312498, 'Roc_5': 8.858062472778041, 'Bbl_20_2.0': 58165.77467343839, 'Bbm_20_2.0': 63420.183789062496, 'Bbu_20_2.0': 68674.5929046866, 'Bbb_20_2.0': 16.570147866806657, 'Bbp_20_2.0': 0.9756581723503452, 'Macd_12_26_9': 1480.7405567882233, 'Macdh_12_26_9': 603.9278442651939, 'Macds_12_26_9': 876.8127125230294, 'Price_vs_sma10': 0.059336304580302854, 'Sma10_vs_sma50': 0.05248524313393272, 'Bb_position': 0.14929850990586516}",47802.28592805567,1.7619702785191744,168354.15874845342,1795.3651214542333
126,"{'Close': 68362.734375, 'High': 68668.0078125, 'Low': 68024.640625, 'Open': 68418.9765625, 'Volume': 14443497908.0, 'Rsi_14': 68.71401109013442, 'Sma_10': 65364.530078125004, 'Sma_50': 61550.53960937497, 'Roc_5': 3.507562896384913, 'Bbl_20_2.0': 57931.57388777429, 'Bbm_20_2.0': 63556.5552734375, 'Bbu_20_2.0': 69181.5366591007, 'Bbb_20_2.0': 17.700711945331253, 'Bbp_20_2.0': 0.9272173338930824, 'Macd_12_26_9': 1623.3351230253757, 'Macdh_12_26_9': 597.2179284018769, 'Macds_12_26_9': 1026.1171946234988, 'Price_vs_sma10': 0.04586897960241558, 'Sma10_vs_sma50': 0.06196518329417065, 'Bb_position': 0.1507795430828076}",71703.42889208351,1.412634324294753,168274.97397285333,-79.18477560009342
127,"{'Close': 69001.703125, 'High': 69359.0078125, 'Low': 68105.71875, 'Open': 68364.1796875, 'Volume': 18975847518.0, 'Rsi_14': 70.33468773784755, 'Sma_10': 66237.250390625, 'Sma_50': 61751.17570312497, 'Roc_5': 2.9244649563199445, 'Bbl_20_2.0': 57713.75391608271, 'Bbm_20_2.0': 63840.165429687506, 'Bbu_20_2.0': 69966.57694329231, 'Bbb_20_2.0': 19.19296879126145, 'Bbp_20_2.0': 0.9212529376985503, 'Macd_12_26_9': 1767.5268330627514, 'Macdh_12_26_9': 593.127710751402, 'Macds_12_26_9': 1174.3991223113494, 'Price_vs_sma10': 0.04173562033556673, 'Sma10_vs_sma50': 0.07264759960307948, 'Bb_position': 0.16133344951356046}",107545.99834830128,0.8883345024121857,168842.59195944152,567.6179865881859
128,"{'Close': 67367.8515625, 'High': 69462.734375, 'Low': 66829.8515625, 'Open': 69002.0, 'Volume': 37498611780.0, 'Rsi_14': 61.55414337141599, 'Sma_10': 66729.5265625, 'Sma_50': 61952.022968749974, 'Roc_5': -0.36216142765298875, 'Bbl_20_2.0': 58018.119787274045, 'Bbm_20_2.0': 64166.70761718751, 'Bbu_20_2.0': 70315.29544710097, 'Bbb_20_2.0': 19.164417369191998, 'Bbp_20_2.0': 0.7603153792272936, 'Macd_12_26_9': 1730.0190529431638, 'Macdh_12_26_9': 444.49594450545146, 'Macds_12_26_9': 1285.5231084377124, 'Price_vs_sma10': 0.00956585536991831, 'Sma10_vs_sma50': 0.0771161838598864, 'Bb_position': 0.13296867652728372}",161318.99752245191,0.10903490923057702,168664.4451026281,-178.14685681342962
129,"{'Close': 67361.40625, 'High': 67801.578125, 'Low': 66581.3671875, 'Open': 67360.703125, 'Volume': 31808472566.0, 'Rsi_14': 61.52151503252996, 'Sma_10': 67146.36484375001, 'Sma_50': 62117.001484374974, 'Roc_5': -0.05701747929421657, 'Bbl_20_2.0': 58432.8806744329, 'Bbm_20_2.0': 64503.13867187501, 'Bbu_20_2.0': 70573.39666931711, 'Bbb_20_2.0': 18.821589530150696, 'Bbp_20_2.0': 0.7354321331423983, 'Macd_12_26_9': 1680.4031427019727, 'Macdh_12_26_9': 315.90402741140815, 'Macds_12_26_9': 1364.4991152905645, 'Price_vs_sma10': 0.0032025770382416666, 'Sma10_vs_sma50': 0.08096597129918015, 'Bb_position': 0.12651404065760263}",32263.79950449038,2.024714198753883,168651.39518689393,-13.049915734154638
130,"{'Close': 66432.1953125, 'High': 67402.7421875, 'Low': 65188.03515625, 'Open': 67362.375, 'Volume': 32263980353.0, 'Rsi_14': 56.843381685244644, 'Sma_10': 67504.44687500001, 'Sma_50': 62297.024921874974, 'Roc_5': -2.903579231993222, 'Bbl_20_2.0': 58926.56776969281, 'Bbm_20_2.0': 64786.7783203125, 'Bbu_20_2.0': 70646.98887093218, 'Bbb_20_2.0': 18.090760808158116, 'Bbp_20_2.0': 0.6403888971202161, 'Macd_12_26_9': 1548.2552961574183, 'Macdh_12_26_9': 147.0049446934829, 'Macds_12_26_9': 1401.2503514639354, 'Price_vs_sma10': -0.01588416189063113, 'Sma10_vs_sma50': 0.08359021894954892, 'Bb_position': 0.1062412943957105}",9679.139851347114,2.359990151416217,166458.4665258057,-2192.9286610882264
131,"{'Close': 68161.0546875, 'High': 68798.9609375, 'Low': 66454.1015625, 'Open': 66653.703125, 'Volume': 31414428647.0, 'Rsi_14': 62.54941406125896, 'Sma_10': 67715.93984375, 'Sma_50': 62500.815234374975, 'Roc_5': -0.29501407359409765, 'Bbl_20_2.0': 59193.02967879199, 'Bbm_20_2.0': 65091.45722656251, 'Bbu_20_2.0': 70989.88477433304, 'Bbb_20_2.0': 18.123507443503655, 'Bbp_20_2.0': 0.7602047271139005, 'Macd_12_26_9': 1564.9914315295537, 'Macdh_12_26_9': 130.9928640524945, 'Macds_12_26_9': 1433.9985674770592, 'Price_vs_sma10': 0.0065732653903507335, 'Sma10_vs_sma50': 0.08344090536769114, 'Bb_position': 0.12632820911339857}",56712.937853684685,1.6519931059913522,169314.53029453423,2856.06376872852
132,"{'Close': 66642.4140625, 'High': 68722.15625, 'Low': 65521.79296875, 'Open': 68165.296875, 'Volume': 41469984306.0, 'Rsi_14': 55.5958248561616, 'Sma_10': 67676.0703125, 'Sma_50': 62710.45374999998, 'Roc_5': -3.4191751154692964, 'Bbl_20_2.0': 59558.60633300634, 'Bbm_20_2.0': 65319.080468750006, 'Bbu_20_2.0': 71079.55460449368, 'Bbb_20_2.0': 17.63795232389898, 'Bbp_20_2.0': 0.6148632527953491, 'Macd_12_26_9': 1439.1240070316053, 'Macdh_12_26_9': 4.100351643636941, 'Macds_12_26_9': 1435.0236553879683, 'Price_vs_sma10': -0.015273585555825043, 'Sma10_vs_sma50': 0.0791832344619261, 'Bb_position': 0.09966027177449165}",85073.12167801918,1.2359170350684732,167437.6164759497,-1876.9138185845222
133,"{'Close': 67014.6953125, 'High': 67317.921875, 'Low': 66360.59375, 'Open': 66628.734375, 'Volume': 19588098156.0, 'Rsi_14': 56.86186643498699, 'Sma_10': 67616.26796875, 'Sma_50': 62971.77257812498, 'Roc_5': -0.5242207400251766, 'Bbl_20_2.0': 59846.69219570237, 'Bbm_20_2.0': 65528.867578125, 'Bbu_20_2.0': 71211.04296054762, 'Bbb_20_2.0': 17.34251053750687, 'Bbp_20_2.0': 0.63074462106285, 'Macd_12_26_9': 1353.8073039972369, 'Macdh_12_26_9': -64.9730811125853, 'Macds_12_26_9': 1418.7803851098222, 'Price_vs_sma10': -0.008896862756874319, 'Sma10_vs_sma50': 0.07375519539112385, 'Bb_position': 0.100658589156865}",42536.56083900959,1.8741976471591013,168135.34511878114,697.7286428314401
134,"{'Close': 67929.296875, 'High': 68221.3125, 'Low': 66847.2265625, 'Open': 67023.4765625, 'Volume': 16721307878.0, 'Rsi_14': 59.88771392473486, 'Sma_10': 67669.2140625, 'Sma_50': 63247.564765624986, 'Roc_5': 0.8430504299336833, 'Bbl_20_2.0': 60256.76937271512, 'Bbm_20_2.0': 65813.4994140625, 'Bbu_20_2.0': 71370.22945540989, 'Bbb_20_2.0': 16.886292602031332, 'Bbp_20_2.0': 0.6903815234134048, 'Macd_12_26_9': 1344.495398582876, 'Macdh_12_26_9': -59.42798922155703, 'Macds_12_26_9': 1403.923387804433, 'Price_vs_sma10': 0.0038434436708512953, 'Sma10_vs_sma50': 0.06991019042804603, 'Bb_position': 0.10750319230903495}",21268.280419504794,2.1915650591920515,170139.7539462386,2004.4088274574606
135,"{'Close': 69907.7578125, 'High': 70212.265625, 'Low': 67535.1328125, 'Open': 67922.671875, 'Volume': 38799856657.0, 'Rsi_14': 65.52165521101176, 'Sma_10': 67818.11093750001, 'Sma_50': 63548.888593749994, 'Roc_5': 5.231744162075029, 'Bbl_20_2.0': 60642.033844647674, 'Bbm_20_2.0': 66202.28886718751, 'Bbu_20_2.0': 71762.54388972734, 'Bbb_20_2.0': 16.797772758868213, 'Bbp_20_2.0': 0.8332103410986978, 'Macd_12_26_9': 1479.7038050407573, 'Macdh_12_26_9': 60.624333789059165, 'Macds_12_26_9': 1419.0794712516981, 'Price_vs_sma10': 0.030812519636911936, 'Sma10_vs_sma50': 0.06718012601356321, 'Bb_position': 0.12911643687116692}",14887.796293653355,2.2854933702357014,174661.51330216514,4521.759355926537
136,"{'Close': 72720.4921875, 'High': 73577.2109375, 'Low': 69729.9140625, 'Open': 69910.046875, 'Volume': 58541874402.0, 'Rsi_14': 71.62371390908912, 'Sma_10': 68253.88671875, 'Sma_50': 63862.907734374996, 'Roc_5': 6.689212074114445, 'Bbl_20_2.0': 61182.45812690544, 'Bbm_20_2.0': 66809.2083984375, 'Bbu_20_2.0': 72435.95866996956, 'Bbb_20_2.0': 16.844235716655064, 'Bbp_20_2.0': 1.0252840008708048, 'Macd_12_26_9': 1793.151266738074, 'Macdh_12_26_9': 299.2574363891006, 'Macds_12_26_9': 1493.8938303489733, 'Price_vs_sma10': 0.06544104201941339, 'Sma10_vs_sma50': 0.06875632726650036, 'Bb_position': 0.159285999280603}",22328.37676032559,2.179059110298075,180790.62776685748,6129.114464692335
137,"{'Close': 72339.5390625, 'High': 72905.296875, 'Low': 71411.734375, 'Open': 72715.3671875, 'Volume': 40646637831.0, 'Rsi_14': 69.8213369125519, 'Sma_10': 68587.67031249999, 'Sma_50': 64156.72429687499, 'Roc_5': 8.548797459013116, 'Bbl_20_2.0': 62161.086627355, 'Bbm_20_2.0': 67412.4603515625, 'Bbu_20_2.0': 72663.83407577002, 'Bbb_20_2.0': 15.579831078174834, 'Bbp_20_2.0': 0.9691228400127854, 'Macd_12_26_9': 1987.9055670224334, 'Macdh_12_26_9': 395.209389338768, 'Macds_12_26_9': 1592.6961776836654, 'Price_vs_sma10': 0.05470179600656646, 'Sma10_vs_sma50': 0.06906440539453829, 'Bb_position': 0.1400759065993056}",33492.56514048838,2.0255372068519675,180018.99303810342,-771.6347287540557
138,"{'Close': 70215.1875, 'High': 72662.3125, 'Low': 69590.5, 'Open': 72335.046875, 'Volume': 40627912076.0, 'Rsi_14': 60.65501606718664, 'Sma_10': 68872.40390625, 'Sma_50': 64414.164609374995, 'Roc_5': 4.775806519115852, 'Bbl_20_2.0': 62963.56298923775, 'Bbm_20_2.0': 67800.965234375, 'Bbu_20_2.0': 72638.36747951226, 'Bbb_20_2.0': 14.269419995468446, 'Bbp_20_2.0': 0.7495370596947838, 'Macd_12_26_9': 1948.3727082193218, 'Macdh_12_26_9': 284.5412244285251, 'Macds_12_26_9': 1663.8314837907967, 'Price_vs_sma10': 0.01949668542973787, 'Sma10_vs_sma50': 0.06921209525747907, 'Bb_position': 0.09983187621621015}",50238.847710732574,1.794041640426313,176207.8178760737,-3811.1751620297146
139,"{'Close': 69482.46875, 'High': 71559.015625, 'Low': 68779.703125, 'Open': 70216.8984375, 'Volume': 49989795365.0, 'Rsi_14': 57.83474211834882, 'Sma_10': 69084.51015625, 'Sma_50': 64641.27375, 'Roc_5': 2.2864536311307138, 'Bbl_20_2.0': 63744.031423937915, 'Bbm_20_2.0': 68115.43750000001, 'Bbu_20_2.0': 72486.8435760621, 'Bbb_20_2.0': 12.835287378318887, 'Bbp_20_2.0': 0.6563605881281401, 'Macd_12_26_9': 1836.7454945334757, 'Macdh_12_26_9': 138.33120859414316, 'Macds_12_26_9': 1698.4142859393326, 'Price_vs_sma10': 0.005760460526533693, 'Sma10_vs_sma50': 0.06873683249860164, 'Bb_position': 0.07916522561836495}",75366.08253986068,1.4361812440679311,175155.50095014682,-1052.3169259268907
140,"{'Close': 69289.2734375, 'High': 69867.3515625, 'Low': 69033.71875, 'Open': 69486.0234375, 'Volume': 18184612091.0, 'Rsi_14': 57.08110734924705, 'Sma_10': 69370.21796874999, 'Sma_50': 64815.63320312499, 'Roc_5': -0.884714936300547, 'Bbl_20_2.0': 64813.90375689668, 'Bbm_20_2.0': 68437.332421875, 'Bbu_20_2.0': 72060.76108685332, 'Bbb_20_2.0': 10.58904120529439, 'Bbp_20_2.0': 0.6175600645680291, 'Macd_12_26_9': 1712.9451113661198, 'Macdh_12_26_9': 11.624660341429717, 'Macds_12_26_9': 1701.32045102469, 'Price_vs_sma10': -0.0011668484490916892, 'Sma10_vs_sma50': 0.07026984911728679, 'Bb_position': 0.06210550115074762}",95323.96622191792,1.148944995254345,174933.53016274335,-221.97078740346478
141,"{'Close': 68741.1171875, 'High': 69361.65625, 'Low': 67482.5234375, 'Open': 69296.3828125, 'Volume': 34868307655.0, 'Rsi_14': 54.895358698447524, 'Sma_10': 69428.22421875001, 'Sma_50': 64990.353125, 'Roc_5': -5.47215080687259, 'Bbl_20_2.0': 65127.02055495955, 'Bbm_20_2.0': 68572.08203125, 'Bbu_20_2.0': 72017.14350754044, 'Bbb_20_2.0': 10.048000218865887, 'Bbp_20_2.0': 0.5245329665977422, 'Macd_12_26_9': 1552.702203057037, 'Macdh_12_26_9': -118.89459837412255, 'Macds_12_26_9': 1671.5968014311595, 'Price_vs_sma10': -0.009896652823570941, 'Sma10_vs_sma50': 0.0682850743280987, 'Bb_position': 0.05018383757697975}",57194.379733150745,1.6992406557097925,174002.08077706193,-931.4493856814224
142,"{'Close': 67811.5078125, 'High': 69433.1796875, 'Low': 66803.6484375, 'Open': 68742.1328125, 'Volume': 41184819348.0, 'Rsi_14': 51.30723622491786, 'Sma_10': 69545.13359375001, 'Sma_50': 65162.9265625, 'Roc_5': -6.259414019887335, 'Bbl_20_2.0': 65220.83248685512, 'Bbm_20_2.0': 68610.601953125, 'Bbu_20_2.0': 72000.3714193949, 'Bbb_20_2.0': 9.881182702888369, 'Bbp_20_2.0': 0.382131491746497, 'Macd_12_26_9': 1335.304279703123, 'Macdh_12_26_9': -269.0340173824293, 'Macds_12_26_9': 1604.3382970855523, 'Price_vs_sma10': -0.024928067452958516, 'Sma10_vs_sma50': 0.06725000337495415, 'Bb_position': 0.035981416131237114}",17158.313919945227,2.2816586822309812,171881.0294755099,-2121.051301552041
143,"{'Close': 69359.5625, 'High': 70522.7890625, 'Low': 67458.8671875, 'Open': 67811.171875, 'Volume': 46046889204.0, 'Rsi_14': 56.41614090971969, 'Sma_10': 69779.6203125, 'Sma_50': 65386.267656250006, 'Roc_5': -1.2185753972386673, 'Bbl_20_2.0': 65326.464728571926, 'Bbm_20_2.0': 68697.94414062501, 'Bbu_20_2.0': 72069.4235526781, 'Bbb_20_2.0': 9.815372073294222, 'Bbp_20_2.0': 0.5981198872236463, 'Macd_12_26_9': 1273.252670611546, 'Macdh_12_26_9': -264.86850117920517, 'Macds_12_26_9': 1538.121171790751, 'Price_vs_sma10': -0.00601977784658074, 'Sma10_vs_sma50': 0.06719075447686995, 'Bb_position': 0.05596128805553912}",10294.988351967135,2.382870494051407,175569.84331353157,3688.813838021684
144,"{'Close': 75639.078125, 'High': 76460.15625, 'Low': 69322.03125, 'Open': 69358.5, 'Volume': 118592653963.0, 'Rsi_14': 70.11406493764224, 'Sma_10': 70550.5984375, 'Sma_50': 65692.8784375, 'Roc_5': 8.860665842417983, 'Bbl_20_2.0': 64588.78274585278, 'Bbm_20_2.0': 69109.90625000001, 'Bbu_20_2.0': 73631.02975414725, 'Bbb_20_2.0': 13.083865250207122, 'Bbp_20_2.0': 1.2220740452025651, 'Macd_12_26_9': 1711.056756985825, 'Macdh_12_26_9': 138.34846815605897, 'Macds_12_26_9': 1572.708288829766, 'Price_vs_sma10': 0.07212525194960367, 'Sma10_vs_sma50': 0.07394591492320772, 'Bb_position': 0.15007661058176103}",8778.536567722376,2.4047341236590007,190670.40881701896,15100.565503487393
145,"{'Close': 75904.859375, 'High': 76943.1171875, 'Low': 74480.421875, 'Open': 75637.0859375, 'Volume': 63467654989.0, 'Rsi_14': 70.53615140001678, 'Sma_10': 71150.30859375, 'Sma_50': 65977.98203125001, 'Roc_5': 9.547777901679632, 'Bbl_20_2.0': 64055.54642657138, 'Bbm_20_2.0': 69484.20976562501, 'Bbu_20_2.0': 74912.87310467864, 'Bbb_20_2.0': 15.625602873990745, 'Bbp_20_2.0': 1.0913656095769506, 'Macd_12_26_9': 2055.7683573419054, 'Macdh_12_26_9': 386.4480548097115, 'Macds_12_26_9': 1669.3203025321939, 'Price_vs_sma10': 0.06682403597709273, 'Sma10_vs_sma50': 0.07839473720263458, 'Bb_position': 0.15817458945769064}",81535.285467441,1.4428404741954004,191053.88876180118,383.47994478221517
